number,meal_type,meal_slot,tags,title,ingredients,instructions,Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),Water (g)
200027,recipe,,Vegetable Side Dishes,Bell Pepper Salad,"['Bell peppers', 'Red onion, medium', 'Cucumber, medium', 'Cherry tomatoes', 'Feta cheese', 'Fresh parsley', 'Olive oil', 'Lemon juice', 'Salt', 'Black pepper']","{'1': '""Chop the bell peppers', '2': '""In a large bowl', '3': 'Crumble feta cheese over the salad.', '4': '""In a small bowl', '5': 'Pour the dressing over the salad and toss gently to coat.', '6': 'Refrigerate for at least 30 minutes to allow flavors to meld.', '7': 'Serve chilled as a refreshing side dish.'}",466.25,17.288,0.0,0,0.0,43.625,8.908,27.527,4.259,86.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.144,0.55,0.238,0.0,2.5,2.5,2.5,130.215,1.312,0,0.0,1.125,6.5760000000000005,0,12.05,20.3,70.0,11.25,0,0,0.152,0.125,39.05,1176.85,0.0,0.0,0.0,0
200028,recipe,,Vegetable Side Dishes,Roasted Pumpkin Wedges,"['Pumpkin', 'Olive oil', 'Salt', 'Black pepper', 'Rosemary']","{'1': 'Preheat the oven to 400°F (200°C).', '2': '""Cut the pumpkin into wedges', '3': '""In a bowl', '4': 'Place the pumpkin wedges on a baking sheet in a single layer.', '5': 'Roast in the preheated oven for 25-30 minutes or until the pumpkin is tender and caramelized.', '6': 'Remove from the oven and serve hot as a delicious side dish.'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200029,recipe,,Vegetable Side Dishes,Pumpkin Mash,"['Pumpkin', 'Butter', 'Milk', 'Salt', 'Black pepper', 'Nutmeg']","{'1': 'Peel the pumpkin and cut it into cubes.', '2': '""In a pot of boiling water', '3': 'Drain the cooked pumpkin and return it to the pot.', '4': '""Add butter', '5': 'Mash the pumpkin using a potato masher until smooth and creamy.', '6': 'Adjust seasoning to taste.', '7': 'Serve hot as a comforting side dish.'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200030,recipe,,Vegetable Side Dishes,Pumpkin and Spinach Salad,"['Pumpkin', 'Baby spinach', 'Red onion', 'Feta cheese', 'Walnuts', 'Olive oil', 'Balsamic vinegar', 'Salt', 'Black pepper']","{'1': 'Preheat the oven to 375°F (190°C).', '2': 'Cut the pumpkin into small cubes and place them on a baking sheet.', '3': 'Drizzle olive oil over the pumpkin cubes and season with salt and black pepper.', '4': 'Roast in the preheated oven for 20-25 minutes or until the pumpkin is tender and slightly caramelized.', '5': '""In a large bowl', '6': 'Add the roasted pumpkin cubes to the salad.', '7': '""In a small bowl', '8': 'Drizzle the dressing over the salad and toss gently to combine.', '9': 'Serve as a nutritious and flavorful side dish.'}",1093.18,35.31,54.093,0,7.736000000000001,84.5,12.677,56.736,9.88,90.19,15.76,17.37,1.875,9.83,0.0,0.0,96.9,0.91,0.473,5.104,0.661,42.355,98.735,171.625,142.075,167.58,1.361,0,4.825,1.322,16.246,0,21.713,127.01,342.855,136.765,0,0,1.3450000000000002,20.143,586.1899999999999,1651.62,0.0,0.0,0.0,0
200031,recipe,,Vegetable Side Dishes,Roasted Radishes,"['Radishes', 'Olive oil', 'Salt', 'Black pepper', 'Garlic powder']","{'1': 'Preheat the oven to 400°F (200°C).', '2': 'Wash the radishes and trim off the tops and roots.', '3': '""Cut the radishes into halves or quarters', '4': '""In a bowl', '5': 'Spread the radishes in a single layer on a baking sheet.', '6': '""Roast in the preheated oven for 15-20 minutes', '7': 'Remove from the oven and serve hot as a delicious side dish.'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200032,recipe,,Vegetable Side Dishes,Radish and Cucumber Salad,"['Radishes', 'Cucumber', 'Red onion', 'Fresh dill', 'Greek yogurt', 'Lemon juice', 'Salt', 'Black pepper']","{'1': 'Wash the radishes and trim off the tops and roots. Thinly slice the radishes.', '2': 'Peel and thinly slice the cucumber. Thinly slice the red onion.', '3': '""In a large bowl', '4': '""In a small bowl', '5': 'Pour the dressing over the salad and toss gently to coat.', '6': 'Refrigerate the salad for at least 30 minutes before serving to allow the flavors to meld.', '7': 'Serve chilled as a refreshing side dish.'}",234.43,8.678,43.655,0,1.674,2.906,0.979,0.677,0.671,3.94,15.76,16.745,0.0,2.955,0.0,0.0,39.4,0.479,0.258,3.429,0.071,42.355,25.61,98.5,68.95,8.865,0.049,0,0.887,0.197,0.276,0,0.788,35.46,91.605,23.64,0,0,0.115,18.518,122.14,474.77,0.0,0.0,0.0,0
200033,recipe,,Vegetable Side Dishes,Pickled Radishes,"['Radishes', 'White vinegar', 'Water', 'Sugar', 'Salt', 'Black peppercorns']","{'1': 'Wash the radishes and trim off the tops and roots. Thinly slice the radishes.', '2': '""In a small saucepan', '3': 'Place the sliced radishes in a clean glass jar.', '4': '""Pour the hot vinegar mixture over the radishes', '5': '""Let the pickled radishes cool to room temperature', '6': 'Serve the pickled radishes as a tangy and crunchy side dish.'}",0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200034,recipe,,Vegetable Side Dishes,Sweet Potato Fries,"['Sweet potatoes', 'Olive oil', 'Salt', 'Black pepper', 'Paprika']","{'1': 'Preheat the oven to 425°F (220°C).', '2': 'Peel the sweet potatoes and cut them into thin fries.', '3': '""In a large bowl', '4': 'Spread the fries in a single layer on a baking sheet.', '5': '""Bake for 20-25 minutes', '6': 'Remove from the oven and serve hot as a delicious side dish.'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200035,recipe,,Vegetable Side Dishes,Mashed Sweet Potatoes,"['Sweet potatoes', 'Butter', 'Milk', 'Brown sugar', 'Salt', 'Cinnamon']","{'1': 'Peel the sweet potatoes and cut them into cubes.', '2': '""In a pot of boiling water', '3': 'Drain the cooked sweet potatoes and return them to the pot.', '4': '""Add butter', '5': 'Mash the sweet potatoes using a potato masher until smooth and creamy.', '6': 'Adjust seasoning to taste.', '7': 'Serve hot as a comforting side dish.'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200036,recipe,,Vegetable Side Dishes,Roasted Sweet Potatoes with Maple Glaze,"['Sweet potatoes', 'Maple syrup', 'Olive oil', 'Salt', 'Cinnamon']","{'1': 'Preheat the oven to 400°F (200°C).', '2': 'Peel the sweet potatoes and cut them into cubes.', '3': '""In a bowl', '4': 'Spread the sweet potato cubes in a single layer on a baking sheet.', '5': '""Roast in the preheated oven for 25-30 minutes', '6': 'Remove from the oven and serve hot as a sweet and savory side dish.'}",325.2,0.0,13.674,0,0.0,30.045,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.8999999999999999,0.0,0.3,0,0,0.003,0.09,0.6,1.5,0.0,0.0,0.0,0
200037,recipe,,Vegetable Side Dishes,Roasted Butternut Squash,"['Butternut squash', 'Olive oil', 'Salt', 'Black pepper', 'Rosemary']","{'1': 'Preheat the oven to 400°F (200°C).', '2': '""Peel and seed the butternut squash', '3': '""In a bowl', '4': 'Spread the cubes in a single layer on a baking sheet.', '5': '""Roast for 25-30 minutes', '6': 'Remove from the oven and serve hot as a delicious side dish.'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200038,recipe,,Vegetable Side Dishes,Sauteed Acorn Squash,"['Acorn squash', 'Butter', 'Brown sugar', 'Cinnamon', 'Nutmeg', 'Salt']","{'1': '""Slice the acorn squash into rings', '2': '""In a skillet', '3': '""Add the acorn squash rings to the skillet and sprinkle with brown sugar', '4': '""Cook for 5-7 minutes per side', '5': '""Remove from the skillet and serve hot as a sweet and savory side dish.""'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200039,recipe,,Vegetable Side Dishes,Baked Spaghetti Squash,"['Spaghetti squash', 'Olive oil', 'Garlic', 'Parmesan cheese', 'Salt', 'Black pepper', 'Fresh parsley']","{'1': 'Preheat the oven to 375°F (190°C).', '2': 'Slice the spaghetti squash in half lengthwise and scoop out the seeds.', '3': 'Brush the cut sides of the squash with olive oil and season with salt and black pepper.', '4': 'Place the squash halves cut-side down on a baking sheet.', '5': '""Bake for 40-50 minutes', '6': '""While the squash is baking', '7': '""Once the squash is done', '8': '""Mix in minced garlic', '9': 'Serve hot as a tasty and low-carb side dish.'}",533.5799999999999,6.909,29.711,0,1.474,43.042,8.567,23.239,8.608,6.25,14.375,15.0,0.625,5.925,0.0,0.0,29.085,0.283,0.196,2.091,0.104,46.875,20.18,99.555,67.055,6.7940000000000005,0.15,0,0.6,0.062,7.2,0,28.152,67.41,84.18,12.125,0,0,0.072,12.963,76.86,470.37,0.0,0.0,0.0,0
200040,recipe,,Vegetable Side Dishes,Roasted Garlic Chickpeas,"['Chickpeas (canned)', 'Olive oil', 'Garlic powder', 'Salt', 'Black pepper']","{'1': 'Preheat the oven to 400°F (200°C).', '2': '""Rinse and drain the canned chickpeas', '3': '""In a bowl', '4': 'Spread the chickpeas in a single layer on a baking sheet.', '5': '""Roast for 20-25 minutes', '6': 'Remove from the oven and let cool slightly before serving.', '7': 'Enjoy as a crunchy and flavorful side dish.'}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200041,recipe,,Vegetable Side Dishes,Chickpea Salad,"['Chickpeas (canned)', 'Cucumber', 'Tomato', 'Red onion', 'Fresh parsley', 'Lemon juice', 'Olive oil', 'Salt', 'Black pepper']","{'1': '""Rinse and drain the canned chickpeas', '2': '""Dice the cucumber', '3': '""Add the diced vegetables and chopped parsley to the bowl with the chickpeas.""', '4': '""In a small bowl', '5': '""Pour the dressing over the chickpea mixture and toss gently to combine.""', '6': '""Refrigerate for at least 30 minutes before serving to allow flavors to meld.""', '7': '""Serve chilled as a refreshing side dish.""'}",418.75,5.506,27.7,0,1.062,31.844,5.276999999999999,20.955,3.2670000000000003,2.5,10.0,10.625,0.0,1.875,0.0,0.0,25.0,0.304,0.164,2.176,0.045,26.875,16.25,62.5,43.75,5.715,0.031,0,0.562,0.125,6.439,0,8.3,22.8,58.125,15.0,0,0,0.073,11.75,77.8,301.85,0.0,0.0,0.0,0
200042,recipe,,Vegetable Side Dishes,Spicy Chickpea Curry,"['Chickpeas (canned)', 'Onion', 'Garlic', 'Ginger', 'Tomato', 'Coconut milk', 'Curry powder', 'Turmeric', 'Cayenne pepper', 'Salt']","{'1': '""Dice the onion', '2': '""In a large skillet', '3': '""Add the diced onion to the skillet and cook until softened', '4': '""Add the minced garlic and grated ginger to the skillet and cook for another minute.""', '5': '""Stir in the chopped tomatoes', '6': '""Cook for 2-3 minutes', '7': '""Add the canned chickpeas (rinsed and drained) and coconut milk to the skillet.""', '8': '""Bring the mixture to a simmer and cook for 10-15 minutes', '9': '""Serve hot as a delicious and spicy side dish'}",131.515,1.4,13.714,0,0.243,7.995,7.98,0.001,0.022,0.0,241.117,241.117,0.0,0.45,0.0,0.0,1.44,0.018,0.01,0.063,0.111,0.0,0.27,0.27,0.27,2.088,2.411,0,0.9,3.827,0.007,0,0.153,735.813,13.77,2.25,0,0,0.027,0.882,108.808,74.248,0.0,0.0,0.0,0
200043,recipe,,Vegetable Side Dishes,Grilled Corn on the Cob,"['Corn on the cob', 'Butter', 'Salt', 'Black pepper']","{'1': '""Preheat the grill to medium-high heat (around 375-400Â°F).""', '2': '""Peel back the husks from the corn', '3': '""Spread butter over each ear of corn and season with salt and black pepper.""', '4': '""Pull the husks back over the corn and tie them with kitchen twine to secure.""', '5': '""Grill the corn on the preheated grill for about 15-20 minutes', '6': '""Remove from the grill'}",445.8,0.51,0.036,0,0.0,49.32,27.36,10.14,1.512,141.0,446.4,454.8,1.2,100.8,4.8,0.0,0.0,0.003,0.0,0.0,0.0,0.0,3.0,3.0,3.0,11.28,0.0,0,0.0,0.24,0.0,0,4.2,12.6,13.2,1.2,0,0,0.004,0.0,13.8,314.4,0.0,0.0,0.0,0
200044,recipe,,Vegetable Side Dishes,Creamed Corn,"['Corn kernels (fresh or frozen)', 'Heavy cream', 'Butter', 'All-purpose flour', 'Sugar', 'Salt', 'Black pepper']","{'1': '""If using fresh corn', '2': '""In a skillet', '3': '""Add the corn kernels to the skillet and cook for 5-7 minutes', '4': '""Sprinkle flour over the corn and stir to coat.""', '5': '""Slowly pour in the heavy cream', '6': '""Stir in sugar', '7': '""Continue to cook for another 2-3 minutes', '8': '""Serve hot as a comforting and creamy side dish.""'}",222.9,0.255,0.018,0,0.0,24.66,13.68,5.07,0.756,70.5,223.2,227.4,0.6,50.4,2.4,0.0,0.0,0.002,0.0,0.0,0.0,0.0,1.5,1.5,1.5,5.64,0.0,0,0.0,0.12,0.0,0,2.1,6.3,6.6,0.6,0,0,0.002,0.0,6.9,157.2,0.0,0.0,0.0,0
200045,recipe,,Vegetable Side Dishes,Corn and Tomato Salad,"['Corn kernels (fresh or frozen)', 'Cherry tomatoes', 'Red onion', 'Fresh basil', 'Olive oil', 'Balsamic vinegar', 'Salt', 'Black pepper']","{'1': '""If using fresh corn', '2': '""Halve the cherry tomatoes and finely chop the red onion and fresh basil.""', '3': '""In a large bowl', '4': '""In a small bowl', '5': '""Pour the dressing over the salad and toss gently to combine.""', '6': '""Refrigerate for at least 30 minutes before serving to allow flavors to meld.""', '7': '""Serve chilled as a refreshing and colorful side dish.""'}",418.75,5.506,27.7,0,1.062,31.844,5.276999999999999,20.955,3.2670000000000003,2.5,10.0,10.625,0.0,1.875,0.0,0.0,25.0,0.304,0.164,2.176,0.045,26.875,16.25,62.5,43.75,5.715,0.031,0,0.562,0.125,6.439,0,8.3,22.8,58.125,15.0,0,0,0.073,11.75,77.8,301.85,0.0,0.0,0.0,0
200046,recipe,,Vegetable Side Dishes,Garlic Roasted Potatoes,"['Potatoes', 'Garlic cloves', 'Olive oil', 'Salt', 'Black pepper', 'Fresh rosemary']","{'1': 'Preheat the oven to 425°F.', '2': 'Wash and cut the potatoes into bite-sized pieces.', '3': 'Mince the garlic cloves and chop the fresh rosemary.', '4': '""In a large bowl', '5': 'Spread the potatoes in a single layer on a baking sheet.', '6': '""Roast in the preheated oven for 25-30 minutes', '7': 'Remove from the oven and serve hot as a flavorful side dish.'}",422.04,0.79,3.364,0,0.324,45.046,6.995,30.790000000000003,4.291,0.0,0.0,0.0,0.0,0.48,0.0,0.0,1.68,0.021,0.012,0.079,0.14,0.0,0.24,0.24,0.24,2.907,0.0,0,0.96,0.0,9.406,0,11.904,22.05,18.24,3.0,0,0,0.036,1.164,48.330000000000005,30.66,0.0,0.0,0.0,0
200047,recipe,,Vegetable Side Dishes,Garlic Butter Green Beans,"['Green beans', 'Garlic cloves', 'Butter', 'Salt', 'Black pepper']","{'1': '""Trim the ends of the green beans.""', '2': '""Mince the garlic cloves.""', '3': '""In a skillet', '4': '""Add minced garlic to the skillet and sautÃ© for 1-2 minutes until fragrant.""', '5': '""Add the green beans to the skillet and toss to coat with garlic butter.""', '6': '""Season with salt and black pepper.""', '7': '""Cover and cook for 5-7 minutes', '8': '""Remove from heat and serve hot as a tasty side dish.""'}",376.294,9.148,34.156,0,12.49,25.692,13.915,5.1160000000000005,1.291,70.5,223.2,386.157,313.57800000000003,1769.874,2.4,0.0,2904.2490000000003,0.39,0.481,3.3880000000000003,0.745,0.0,151.365,151.365,151.365,77.119,0.0,0,56.058,0.12,1.867,0,197.298,190.329,192.645,116.248,0,0,0.342,3.595,999.889,206.736,0.0,0.0,0.0,0
200048,recipe,,Vegetable Side Dishes,Garlic Bread,"['French bread', 'Butter', 'Garlic cloves', 'Fresh parsley', 'Salt']","{'1': 'Preheat the oven to 375°F.', '2': 'Slice the French bread into desired thickness.', '3': 'Mince the garlic cloves and chop the fresh parsley.', '4': '""In a small bowl', '5': 'Spread the garlic butter mixture evenly on each slice of bread.', '6': 'Wrap the bread in aluminum foil and place on a baking sheet.', '7': '""Bake in the preheated oven for 10-15 minutes', '8': 'Unwrap the bread and broil for an additional 2-3 minutes until the top is golden brown and crispy.', '9': 'Serve hot as a delicious and fragrant side dish.'}",945.79,1.852,3.439,0,0.324,102.796,57.011,21.126,3.18,293.75,930.0,947.5,2.5,210.48,10.0,0.0,1.68,0.027,0.012,0.079,0.14,0.0,6.49,6.49,6.49,26.272,0.0,0,0.96,0.5,0.01,0,8.954,47.85,45.74,5.5,0,0,0.044,1.164,76.63,684.76,0.0,0.0,0.0,0
200049,recipe,,Vegetable Side Dishes,Roasted Parmesan Parsnips,"['Parsnips', 'Olive oil', 'Grated Parmesan cheese', 'Salt', 'Black pepper']","{'1': ""Preheat oven to 400°F.'"", '2': ""'Peel the parsnips and cut them into sticks.'"", '3': '""In a bowl', '4': ""'Spread the parsnips in a single layer on a baking sheet.'"", '5': '""Bake for 25-30 minutes', '6': ""'Remove from oven and serve hot.'""}",270.0,0.0,0.0,0,0.0,30.0,4.656,20.526,2.841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0,0.0,0.0,6.264,0,7.8,0.3,0.0,0.0,0,0,0.0,0.0,0.3,0.6,0.0,0.0,0.0,0
200050,recipe,,Vegetable Side Dishes,Honey Glazed Parsnips,"['Parsnips', 'Butter', 'Honey', 'Salt', 'Ground cinnamon']","{'1': ""Preheat oven to 375°F.'"", '2': ""'Peel and chop parsnips into bite-sized pieces.'"", '3': '""In a saucepan', '4': '""Stir in honey', '5': ""'Add parsnips to the saucepan and toss to coat evenly.'"", '6': ""'Transfer parsnips to a baking dish.'"", '7': '""Bake for 25-30 minutes', '8': ""'Remove from oven and serve warm.'""}",428.712,0.5599999999999999,25.302,0,0.104,37.056,20.52,7.605,1.178,105.75,334.8,341.1,0.9,75.625,3.625,0.0,0.325,0.006,0.013,0.071,0.007,0.45,3.112,3.862,3.55,9.154000000000002,0.001,0,0.15,0.18,0.006,0,3.269,12.138,11.812,1.638,0,0,0.015,0.394,26.875,241.85,0.0,0.0,0.0,0
200051,recipe,,Vegetable Side Dishes,Mashed Parsnips with Garlic and Thyme,"['Parsnips', 'Garlic cloves', 'Fresh thyme leaves', 'Butter', 'Milk', 'Salt', 'Black pepper']","{'1': ""'Peel and chop parsnips into chunks.'"", '2': ""'Place parsnip chunks and garlic cloves in a large pot and cover with water.'"", '3': '""Bring to a boil over high heat', '4': ""'Drain the parsnips and garlic.'"", '5': ""'Return the parsnips and garlic to the pot.'"", '6': ""'Mash the parsnips and garlic with a potato masher.'"", '7': '""Stir in fresh thyme leaves', '8': ""'Continue to mash until desired consistency is reached.'"", '9': ""'Serve hot.'""}",462.84,1.3,3.4,0,0.324,49.366,27.371,10.141,1.542,141.0,446.4,454.8,1.2,101.28,4.8,0.0,1.68,0.024,0.012,0.079,0.14,0.0,3.24,3.24,3.24,14.052,0.0,0,0.96,0.24,0.01,0,4.404,34.2,31.44,4.2,0,0,0.0399999999999999,1.164,61.68000000000001,344.16,0.0,0.0,0.0,0
200052,recipe,,Vegetable Side Dishes,Garlic Parmesan Roasted Potatoes,"['Potatoes', 'Olive oil', 'Garlic powder', 'Dried thyme', 'Grated Parmesan cheese', 'Salt', 'Black pepper']","{'1': ""Preheat oven to 400°F.'"", '2': ""'Wash and dice potatoes into bite-sized pieces.'"", '3': '""In a large bowl', '4': ""'Spread potatoes in a single layer on a baking sheet.'"", '5': '""Bake for 30-35 minutes', '6': ""'Remove from oven and serve hot.'""}",405.0,0.0,0.0,0,0.0,45.0,6.984,30.789,4.261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.135,0.0,0,0.0,0.0,9.396,0,11.7,0.45,0.0,0.0,0,0,0.0,0.0,0.45,0.9,0.0,0.0,0.0,0
200053,recipe,,Vegetable Side Dishes,Creamy Mashed Potatoes,"['Potatoes', 'Butter', 'Milk', 'Salt', 'Black pepper', 'Garlic powder']","{'1': ""'Peel and dice potatoes.'"", '2': ""'Place diced potatoes in a large pot and cover with water.'"", '3': '""Bring to a boil over high heat', '4': ""'Drain the potatoes and return them to the pot.'"", '5': '""Add butter', '6': '""Using a potato masher', '7': '""Adjust seasoning to taste', '8': ""'Serve hot.'""}",928.75,1.062,0.075,0,0.0,102.75,57.0,21.125,3.15,293.75,930.0,947.5,2.5,210.0,10.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,6.25,6.25,6.25,23.5,0.0,0,0.0,0.5,0.0,0,8.75,26.25,27.5,2.5,0,0,0.008,0.0,28.75,655.0,0.0,0.0,0.0,0
